,Literature,Unnamed: 1,GAC,GAS,E,S,A,B,V,L,BET,Vt,Vmeso,Vmic,%C,%O,%N,Temp(K),Pressure,Adsorp(mmol/g),Index,K,n,R2,Excluded,P1,P2,P3,P4,P5
4629,,38,SD4800,Hydrogen,0,0,0,0,0.1086,-1.2,2783,1.8,1.44,0.36,89.7,10.3,0,77,0.240767521,5.334872979,4049,11.83926143,0.2659144,0.970147743,,0.240767521,4.277049923,5.774211651,10.07662256,19.93999698
4642,89,0,IT-ACMAX,Hydrogen,0,0,0,0,0.1086,-1.2,2205.9,1.204,,,95.06,4.94,0,77,0.032153906,2.833753149,4050,12.77018458,0.381868953,0.991580793,,0.032153906,0.140516964,0.531029703,0.725998681,1.176192811
4652,,10,IT-AC50,Hydrogen,0,0,0,0,0.1086,-1.2,1049,0.555,,,97.29,2.38,10.34,77,0.011828084,2.191435768,4051,6.44968286,0.207623211,0.975228261,,0.011828084,0.068173494,0.58562823,1.051110397,1.180886853
4662,90,8,HPCM,Hydrogen,0,0,0,0,0.1086,-1.2,688,0.45,,,,,,77,0.107526882,0.667475728,4052,3.917520678,0.436825305,0.937832628,,0.107526882,0.698924731,2.284946237,3.189964158,5.008960573
4669,,15,NI-HPCM,Hydrogen,0,0,0,0,0.1086,-1.2,620,0.41,,,,,,298,0.14479854,0.86783652,4053,3.66310255,0.542588684,0.992774852,,0.14479854,0.58098425,2.98440631,3.97293481,4.96220917
4676,,22,HPCM,Hydrogen,0,0,0,0,0.1086,-1.2,688,0.45,,,,,,298,0.11782285,0.62923717,4054,1.38461905,0.315041601,0.985682139,,0.11782285,0.67615747,1.55573898,3.52730139,4.97652991
4683,91,0,ACZN1,Hydrogen,0,0,0,0,0.1086,-1.2,1399,0.7,0.05,0.65,,,,77,0.139879961,5.91779395,4055,8.910871251,0.157011785,0.971830525,,0.139879961,3.27562163,6.820140163,9.862132496,12.40090419
4694,,31,ACP1,Hydrogen,0,0,0,0,0.1086,-1.2,644,0.38,0.09,0.29,,,,77,0.154810411,1.15581664,4056,3.633574079,0.381957831,0.98281491,1,0.154810411,1.01169918,3.246207156,4.997782045,12.78820303
4705,,42,ACP2,Hydrogen,0,0,0,0,0.1086,-1.2,1025,0.58,0.13,0.45,,,,77,0.067410237,1.224268536,4057,5.426674054,0.466256274,0.990528118,,0.067410237,3.580381375,4.961869601,8.093147016,12.75635802
4715,92,0,SBA-15,Hydrogen,0,0,0,0,0.1086,-1.2,725,1.068,0.881,0.187,,,,77,0.043993232,0.386119031,4058,3.125526272,0.681370477,0.999716863,,0.043993232,0.133671743,0.307952623,0.656514382,0.986463621
4725,,22,T-800,Hydrogen,0,0,0,0,0.1086,-1.2,1270,1.35,0.723,0.627,,,,77,0.013536379,1.711710668,4059,8.460709819,0.363232607,0.999433738,,0.013536379,0.358714044,0.455160745,0.891708968,0.983079526
4737,,34,T-950,Hydrogen,0,0,0,0,0.1086,-1.2,1090,1.294,0.774,0.52,,,,77,0.00676819,1.369553964,4060,9.345517683,0.378807571,0.998561048,,0.00676819,0.0321489,0.233502538,0.473773266,0.988155668
4749,,46,T-1100,Hydrogen,0,0,0,0,0.1086,-1.2,1005,1.27,0.768,0.502,,,,77,0.013536379,1.118103362,4061,7.267490287,0.388294161,0.997753396,,0.013536379,0.590524535,0.714043993,0.844331641,0.984771574
4761,93,0,AMC-750-5- 3 h,Hydrogen,0,0,0,0,0.1086,-1.2,1611,0.88,0.2,0.68,,,0.22,77,0.388349515,3.913766154,4062,5.853899742,0.321118233,0.997681122,,0.388349515,2.459546926,8.284789644,13.59223301,19.80582524
4770,,9,AMC-750-3,Hydrogen,0,0,0,0,0.1086,-1.2,1716,1.16,0.59,0.57,,,0.76,77,0.453074434,4.991230581,4063,6.837036681,0.30358121,0.998296074,,0.453074434,2.459546926,5.954692557,14.04530744,19.87055016
4780,,19,MC,Hydrogen,0,0,0,0,0.1086,-1.2,1649,2.95,2.93,0.02,,,3.37,77,0.647249191,5.559224769,4064,6.489743816,0.341500816,0.999636073,,0.647249191,10.61488673,13.85113269,16.82847896,19.87055016
4789,,28,AMC-750-7,Hydrogen,0,0,0,0,0.1086,-1.2,2117,1.38,0.39,0.99,,,0.35,77,0.517799353,6.068695008,4065,7.417666426,0.317889394,0.999705966,,0.517799353,3.883495146,12.5566343,16.05177994,20
4799,,38,AMC-650-5,Hydrogen,0,0,0,0,0.1086,-1.2,2005,1.32,0.57,0.75,,,1.11,77,0.647249191,6.636322274,4066,7.991726679,0.310207409,0.998827178,,0.647249191,1.618122977,8.673139159,14.36893204,19.74110032
4809,,48,AMC-850-5,Hydrogen,0,0,0,0,0.1086,-1.2,2406,1.34,0.26,1.08,,,0.13,77,0.453074434,5.558124005,4067,8.467497948,0.334972495,0.993484792,,0.453074434,1.229773463,3.948220065,15.27508091,19.61165049
4819,,58,AMC-750-5,Hydrogen,0,0,0,0,0.1086,-1.2,2378,1.25,0.23,1.02,,,0.41,77,0.194174757,5.783413689,4068,10.15069327,0.287199241,0.996308111,,0.194174757,0.906148867,1.618122977,5.177993528,19.6763754
4829,94,0,HNO3-COMP,Hydrogen,0,0,0,0,0.1086,-1.2,955.2,0.479,0.334,0.145,,,,77,0.008333333,1.00472425,4069,6.618390808,0.320363572,0.991303374,,0.008333333,0.018333333,0.258333333,0.698333333,0.958333333
4839,,10,W_COMP,Hydrogen,0,0,0,0,0.1086,-1.2,801.95,0.414,0.319,0.095,,,,77,0.008333333,0.919566099,4070,6.103364665,0.320463881,0.990956687,,0.008333333,0.328333333,0.59,0.745,0.985
4850,,21,CONV_AC,Hydrogen,0,0,0,0,0.1086,-1.2,775.41,0.412,0.35,0.062,,,,77,0.015,0.800231144,4071,5.457566551,0.370383447,0.990561045,,0.015,0.125,0.315,0.868333333,0.97
4862,95,0,CY80015,Hydrogen,0,0,0,0,0.1086,-1.2,1666,1.06,0.45,0.61,,,,77,0.191405605,4.261603376,4072,7.520310783,0.278921892,0.997796011,,0.191405605,1.105296655,4.814605285,8.007684511,20.04125121
4873,,11,CY85015,Hydrogen,0,0,0,0,0.1086,-1.2,1626,0.97,0.36,0.61,,,,77,0.070480636,2.616033755,4073,5.729139388,0.326247168,0.998295296,,0.070480636,0.470499493,6.484218466,14.71348089,19.97265634
4884,,22,CY90015,Hydrogen,0,0,0,0,0.1086,-1.2,1339,0.78,0.28,0.5,,,,77,0.289937062,1.898734177,4074,4.10930663,0.354590079,0.989656402,,0.289937062,3.108926761,4.959102374,8.149824388,19.95309148
4894,,32,CY95015,Hydrogen,0,0,0,0,0.1086,-1.2,1084,0.66,0.29,0.37,,,,77,0.174669401,1.265822785,4075,3.985864245,0.350983249,0.986916324,,0.174669401,5.740989558,9.043443415,13.85451288,20.00660019
4905,,43,CY8002,Hydrogen,0,0,0,0,0.1086,-1.2,1833,1.06,0.38,0.68,,,,77,0.268817204,3.827606596,4076,7.63515004,0.314755784,0.987656869,,0.268817204,0.698924731,1.290322581,7.150537634,19.94623656
4915,,53,CY8502,Hydrogen,0,0,0,0,0.1086,-1.2,1395,0.88,0.47,0.41,,,,77,0.161290323,4.642708539,4077,8.804280434,0.234520061,0.991368511,,0.161290323,0.483870968,11.02150538,14.08602151,20.05376344
4927,,65,CY9002,Hydrogen,0,0,0,0,0.1086,-1.2,887,0.76,0.52,0.24,,,,77,0.107526882,2.198935681,4078,4.889330045,0.299534665,0.994850603,,0.107526882,0.860215054,9.731182796,15.43010753,20.10752688
4938,,76,CY9502,Hydrogen,0,0,0,0,0.1086,-1.2,276,0.29,0.22,0.07,,,,77,0.215053763,0.406236997,4079,1.155760528,0.379495146,0.99096261,1,0.215053763,0.752688172,14.19354839,16.50537634,19.89247312
4948,,86,CY8001,Hydrogen,0,0,0,0,0.1086,-1.2,663,0.91,0.7,0.21,,,,77,0.266190927,1.15244767,4080,2.174612045,0.312554049,0.992516676,,0.266190927,0.953536918,2.323415698,8.063680738,19.75149235
4958,,96,CY8502,Hydrogen,0,0,0,0,0.1086,-1.2,521,1.13,1.01,0.12,,,,77,0.587105854,3.100119807,4081,3.462168852,0.282182264,0.998491824,,0.587105854,6.330928477,11.70246049,17.65220439,20.07376753
4967,96,0,TC,Hydrogen,0,0,0,0,0.1086,-1.2,1500,1.3,0.52,0.78,,,,77,0.453836259,5.354972381,4082,7.832938401,0.150073743,0.895385349,,0.453836259,1.654277303,3.011281948,13.47924316,46.87611477
4976,,9,,Hydrogen,0,0,0,0,0.1086,-1.2,1500,1.3,0.52,0.78,,,,195,1.519693863,0.329969048,4083,0.235232333,0.817766699,0.995002565,,1.519693863,6.836370319,14.09270583,26.83363181,50.53977508
4984,,17,,Hydrogen,0,0,0,0,0.1086,-1.2,1500,1.3,0.52,0.78,,,,303,1.855521885,0.090853731,4084,0.051340492,1.086645378,0.999093544,,1.855521885,6.748089348,29.52295846,39.13981904,52.29962922
4992,97,0,500,Hydrogen,0,0,0,0,0.1086,-1.2,922,0.49,0.09,0.4,,,,77,0.003569161,1.333333333,4085,7.861531263,0.256981578,0.986651392,,0.003569161,0.075668934,0.654462585,0.879174603,0.987718821
5003,,11,600,Hydrogen,0,0,0,0,0.1086,-1.2,1365,0.73,0.25,0.48,,,,77,0.012997732,2.333333333,4086,12.60920279,0.383615468,0.999352778,,0.012997732,0.088938776,0.821632653,0.905396825,0.981537415
5015,,23,700,Hydrogen,0,0,0,0,0.1086,-1.2,1917,1.02,0.24,0.78,,,,77,0.013020408,2.095238095,4087,13.97520363,0.426978871,0.9994467,,0.013020408,0.109836735,0.189696145,0.250571429,0.989034014
5027,,35,800,Hydrogen,0,0,0,0,0.1086,-1.2,3241,1.98,1.2,0.78,,,,77,0.001764172,0.285714286,4088,15.96143448,0.453380534,0.996521085,,0.001764172,0.119283447,0.176312925,0.457868481,0.979306122
5040,,48,900,Hydrogen,0,0,0,0,0.1086,-1.2,3018,1.58,0.84,0.74,,,,77,0.011256236,0.619047619,4089,14.23869709,0.562572382,0.995401783,,0.011256236,0.051052154,0.163197279,0.233546485,0.987070295
5053,,61,950,Hydrogen,0,0,0,0,0.1086,-1.2,2368,1.27,0.59,0.68,,,,77,0.020671202,1.761904762,4090,13.41691657,0.4908695,0.998634538,,0.020671202,0.201197279,0.678843537,0.770204082,0.975750567
5065,98,0,MPPY2,Hydrogen,0,0,0,0,0.1086,-1.2,3321,1.76,,,,,,77,0.282864374,6.889980646,4091,11.87490262,0.251212633,0.974421727,,0.282864374,1.104888858,14.00487855,16.98926948,19.76958578
5075,,21,MPPY3,Hydrogen,0,0,0,0,0.1086,-1.2,3442,2.05,,,,,,77,0.267558528,6.666666667,4092,12.50354789,0.270042214,0.978998715,,0.267558528,1.806020067,3.745819398,12.10702341,19.7993311
5085,,31,PPY3,Hydrogen,0,0,0,0,0.1086,-1.2,3067,1.58,,,,,,77,0.267558528,4.4,4093,10.86620182,0.28764009,0.953463618,,0.267558528,1.939799331,3.612040134,7.892976589,19.66555184
5096,,42,MPPY4,Hydrogen,0,0,0,0,0.1086,-1.2,3844,2.89,,,,,,77,0.203389831,6.891891892,4094,12.24148645,0.273130424,0.987773637,,0.203389831,6.033898305,12.27118644,14.77966102,19.79661017
5106,,52,PPY4,Hydrogen,0,0,0,0,0.1086,-1.2,3225,2.43,,,,,,77,0.338983051,5.405405405,4095,10.90953031,0.29089001,0.967705199,,0.338983051,4.949152542,6.711864407,11.86440678,19.72881356
5118,,74,S4800,Hydrogen,0,0,0,0,0.1086,-1.2,2797,1.74,,,,,,77,0.417773706,6.486486486,4096,11.63986933,0.271667872,0.959339966,,0.417773706,3.895098488,11.7677508,17.12643152,19.7709574
5129,,85,MPPY4-C10,Hydrogen,0,0,0,0,0.1086,-1.2,2060,1.3,,,,,,298,3.499005964,0.439989545,4097,0.15400204,0.747427565,0.999236767,,3.499005964,58.52882704,80.79522863,121.5109344,149.1848907
5139,99,13,CA-4800,Hydrogen,0,0,0,0,0.1086,-1.2,2864,1.32,0.15,1.17,78.3,20.6,,77,0.358565737,8.201581028,4098,17.15884324,0.195212821,0.862157121,,0.358565737,7.111553785,10.27888446,21.57370518,29.70119522
5152,,41,CA-4700,Hydrogen,0,0,0,0,0.1086,-1.2,3771,1.75,0.21,1.54,81.4,17.9,,298,0.971659919,0.352822581,4099,0.448183655,0.645876312,0.995652683,,0.971659919,2.854251012,5.04048583,7.105263158,29.69635628
5163,,52,CA-4800,Hydrogen,0,0,0,0,0.1086,-1.2,2864,1.32,0.15,1.17,78.3,20.6,,298,1.153846154,0.262096774,4100,0.399371852,0.605045355,0.990195019,,1.153846154,3.036437247,7.469635628,23.92712551,29.81781377
5174,,63,CA-4600,Hydrogen,0,0,0,0,0.1086,-1.2,2001,0.95,0.16,0.79,76.1,22.8,,298,0.910931174,0.201612903,4101,0.320765486,0.617821444,0.989281798,,0.910931174,2.854251012,14.27125506,20.4048583,29.69635628
5184,100,0,FA-ZTC2,Hydrogen,0,0,0,0,0.1086,-1.2,3106,1.5,0.37,1.13,,,,77,0.214872109,4.572305852,4102,10.91484698,0.373883137,0.996317288,,0.214872109,1.459527281,2.549795147,18.60434862,20.11566717
5195,,11,FA-ZTC1,Hydrogen,0,0,0,0,0.1086,-1.2,3332,1.66,0.48,1.18,,,,77,0.215796954,5.796799423,4103,12.4231846,0.363941481,0.997013648,,0.215796954,2.308719122,6.000450091,12.74256348,19.99734878
5208,,24,FA-ZTC3,Hydrogen,0,0,0,0,0.1086,-1.2,3169,1.55,0.45,0.15,,,,77,0.182687535,1.959929589,4104,9.713518224,0.39575797,0.981720352,,0.182687535,0.487701115,2.276719516,7.086093736,20.0231211
5221,101,0,C-4,Hydrogen,0,0,0,0,0.1086,-1.2,3870,2.07,0.91,1.16,,,,77,0.007005428,2.550607287,4105,19.02614324,0.390669945,0.99686057,,0.007005428,0.133078447,0.551730526,1.012232507,1.129231547
5231,,10,C-5,Hydrogen,0,0,0,0,0.1086,-1.2,3630,1.95,0.96,0.99,,,,77,0.019239008,2.226720648,4106,16.33412988,0.418300938,0.993204552,,0.019239008,0.371791245,0.45701161,0.717688572,1.129572192
5242,,21,C-2,Hydrogen,0,0,0,0,0.1086,-1.2,1510,0.83,0.28,0.55,,,,77,0.012016358,1.457489879,4107,12.67248643,0.431945704,0.994776719,,0.012016358,0.279545704,0.557249954,1.01058359,1.122709933
5252,,31,C-6,Hydrogen,0,0,0,0,0.1086,-1.2,2900,1.54,0.79,0.75,,,,77,0.016780444,2.388663968,4108,11.56045808,0.318996991,0.984670783,,0.016780444,0.07500103,0.384242048,0.993659977,1.130189301
5262,,41,C-1,Hydrogen,0,0,0,0,0.1086,-1.2,725,0.44,0.24,0.2,,,,77,0.014450238,1.497975709,4109,5.670020606,0.299769555,0.996478675,,0.014450238,0.201982435,0.518895359,0.838296469,1.140660417
5271,,50,C,Hydrogen,0,0,0,0,0.1086,-1.2,218,0.12,0.05,0.07,,,,77,0.01944142,0.566801619,4110,2.780124912,0.341875743,0.989058635,,0.01944142,0.231475336,0.726461401,0.887403581,1.143459626
5280,,186,PHA,Hydrogen,0,0,0,0,0.1086,-1.2,284,0.18,0.05,0.13,,,4.53,273,0.066252588,0.002941176,4111,0.037447676,0.931878714,0.999629792,,0.066252588,0.467908903,0.670807453,0.803312629,1.01863354
5288,,194,PAHA-0.5,Hydrogen,0,0,0,0,0.1086,-1.2,747,0.36,0.07,0.29,,,3.25,273,0.068322981,0.007647059,4112,0.074132755,0.811545983,0.999637962,,0.068322981,0.126293996,0.258799172,0.389233954,1.014492754
5297,,203,PAHA-1,Hydrogen,0,0,0,0,0.1086,-1.2,895,0.43,0.08,0.35,,,2.74,273,0.060041408,0.004411765,4113,0.066433702,0.937329028,0.999795709,,0.060041408,0.132505176,0.670807453,0.925465839,1.016563147
5306,,212,PAHA-2,Hydrogen,0,0,0,0,0.1086,-1.2,1192,0.54,0.06,0.48,,,1.23,273,0.033126294,0.003529412,4114,0.077625383,0.953032404,0.99970747,,0.033126294,0.101449275,0.604554865,0.732919255,1.008281573
5315,,221,PAHA-4,Hydrogen,0,0,0,0,0.1086,-1.2,1538,0.69,0.12,0.57,,,0.84,273,0.02484472,0.005588235,4115,0.104035803,0.818356972,0.999655839,,0.02484472,0.265010352,0.393374741,0.929606625,1.01863354
